textSize, RT BruteForce, RT FSM, 	RT KMP, 	RT RabinKarp, RT Sunday
138600,	   1640100,	   912200,	   1402300,	   2760800,	   741300
138700,	   1645700,	   914900,	   1456100,	   3038600,	   739800
138800,	   1670300,	   939900,	   1404400,	   2633900,	   858700
138900,	   1717000,	   1048500,	   1371200,	   2802000,	   793000
139000,	   1752200,	   934000,	   1475200,	   2647400,	   743600
139100,	   1682900,	   1020400,	   1401700,	   2892400,	   826700
139200,	   1646300,	   951600,	   1507600,	   2655700,	   743900
139300,	   1718100,	   917300,	   1446000,	   2847600,	   745700
139400,	   1881600,	   918000,	   1512400,	   2805200,	   743400
139500,	   1671300,	   941000,	   1477900,	   3344500,	   765100
139600,	   1763300,	   1001200,	   1444100,	   2735300,	   817100
139700,	   1803900,	   919300,	   1410300,	   2725400,	   758700
139800,	   1782000,	   981100,	   1557000,	   2740000,	   764900
139900,	   1731500,	   1033700,	   1527400,	   3347400,	   748200
140000,	   1763500,	   1034000,	   1604000,	   2791000,	   763700
140100,	   1699100,	   944600,	   1531900,	   2853800,	   839600
140200,	   1700000,	   959800,	   1539600,	   2659200,	   777100
140300,	   1789000,	   994300,	   1473600,	   3003700,	   772100
140400,	   1700800,	   947200,	   1597500,	   2936200,	   768900
140500,	   1707300,	   946700,	   1447900,	   2955900,	   770500
140600,	   1710800,	   948100,	   1455000,	   3009700,	   770200
140700,	   1822900,	   948500,	   1457000,	   3186100,	   813100
140800,	   1795600,	   962300,	   1459000,	   2777100,	   770400
140900,	   1741700,	   1246300,	   1470500,	   2908800,	   790000
141000,	   1732400,	   964400,	   1515900,	   2899700,	   845200
141100,	   1742400,	   951200,	   1519900,	   3008700,	   791600
141200,	   1745400,	   1002000,	   1465100,	   2880200,	   834300
141300,	   1783300,	   964000,	   1464300,	   2889600,	   791600
141400,	   1712100,	   983400,	   1557400,	   2879900,	   773900
141500,	   1724300,	   967500,	   1586700,	   3045000,	   791400
141600,	   1714800,	   965200,	   1466500,	   2805800,	   756600
141700,	   1792300,	   996700,	   1624200,	   2718200,	   755200
141800,	   1869600,	   934600,	   1435200,	   2713700,	   757500
141900,	   1841200,	   1113000,	   1617100,	   3272500,	   758200
142000,	   1685300,	   967000,	   1540000,	   2802600,	   757900
142100,	   1804500,	   942300,	   1628000,	   2816700,	   760500
142200,	   1687200,	   935200,	   1439600,	   2809000,	   761400
142300,	   1764700,	   1002000,	   1690900,	   2834700,	   759000
142400,	   1687900,	   948600,	   1477900,	   2745400,	   974500
142500,	   1690500,	   977900,	   1630000,	   2798100,	   796000
142600,	   1693800,	   956600,	   1439500,	   2785500,	   796200
142700,	   1935200,	   1072000,	   2141300,	   2698000,	   765200
142800,	   1867000,	   940300,	   1441000,	   2712600,	   762100
142900,	   1723000,	   1035500,	   1611700,	   2697900,	   764700
143000,	   1727900,	   978500,	   1545400,	   2787100,	   765100
143100,	   1691200,	   951400,	   1896600,	   2867600,	   764500
143200,	   1698800,	   1029100,	   1485900,	   3508500,	   975600
143300,	   2083500,	   1173100,	   1676500,	   2958700,	   894200
143400,	   1978300,	   1131500,	   1749200,	   3068900,	   1027000
143500,	   2025100,	   1173700,	   1743500,	   2941000,	   766800
143600,	   1817500,	   1059500,	   1581600,	   3005400,	   826500
143700,	   1837600,	   1107300,	   1523000,	   2872600,	   769000
143800,	   1702600,	   980300,	   1486700,	   3320300,	   767700
143900,	   1744300,	   947100,	   1484700,	   2806800,	   806900
144000,	   1732200,	   957000,	   1721500,	   2784900,	   804800
144100,	   1882400,	   1020400,	   1536500,	   2750200,	   803800
144200,	   1779000,	   1126600,	   1769500,	   2747500,	   769700
144300,	   1943800,	   1076100,	   1540000,	   2819100,	   772200
144400,	   1710100,	   1045500,	   1553700,	   2735800,	   844600
144500,	   1712300,	   950600,	   1534300,	   2846900,	   772000
144600,	   2106000,	   1092800,	   1476700,	   2855800,	   772300
144700,	   1713300,	   981600,	   1536400,	   2962200,	   774300
144800,	   1843900,	   969800,	   1444100,	   2953900,	   772800
144900,	   1718800,	   952600,	   1552000,	   2911500,	   1075600
145000,	   1757300,	   961700,	   1461900,	   2758900,	   809100
145100,	   1828700,	   957800,	   1484700,	   2864600,	   1062800
145200,	   1824000,	   1021700,	   1469900,	   2765900,	   774200
145300,	   1753900,	   1060500,	   1568500,	   2871900,	   912900
145400,	   1723000,	   1000300,	   1574100,	   2848100,	   777500
145500,	   1725000,	   1029600,	   1683900,	   2996200,	   834700
145600,	   1729600,	   956100,	   1494700,	   2881700,	   775400
145700,	   1814200,	   975000,	   1465300,	   3247700,	   817600
145800,	   1796500,	   1023200,	   1559400,	   2922100,	   775700
145900,	   1819400,	   1015600,	   1575600,	   2993100,	   793500
146000,	   1800200,	   995500,	   1546500,	   2919300,	   811400
146100,	   1798600,	   995800,	   1768400,	   2979400,	   855500
146200,	   1830400,	   997600,	   1510500,	   2888100,	   819100
146300,	   1884100,	   1096000,	   1567600,	   2923400,	   794600
146400,	   1872600,	   964200,	   1544800,	   2797500,	   799200
146500,	   1783800,	   1405800,	   1949300,	   3160500,	   784000
146600,	   1839600,	   964200,	   1557600,	   2986300,	   783900
146700,	   2002800,	   988600,	   1514900,	   2978700,	   800700
146800,	   1953400,	   990900,	   1513200,	   2848400,	   804800
146900,	   2105400,	   1072400,	   1515700,	   2896600,	   803500
147000,	   1819400,	   1062200,	   1584500,	   3001800,	   893300
147100,	   1744900,	   1009600,	   1654100,	   2885800,	   788500
147200,	   1748600,	   968100,	   1701500,	   3063800,	   1010700
147300,	   1746400,	   976000,	   1510100,	   3133200,	   788600
147400,	   1817000,	   969400,	   1524600,	   3003100,	   789600
147500,	   1745700,	   1047000,	   1490100,	   3041800,	   788000
147600,	   1752000,	   979900,	   1576000,	   3436100,	   788800
147700,	   1755200,	   1010400,	   1529800,	   3231300,	   841900
147800,	   1750000,	   995600,	   1855500,	   2972700,	   911900
147900,	   1794100,	   997800,	   1528100,	   3030700,	   896200
148000,	   1833600,	   1094300,	   1922400,	   2918900,	   811900
148100,	   1886300,	   997000,	   1537100,	   2871700,	   846100
148200,	   2665100,	   978100,	   1474900,	   2811300,	   796300
148300,	   1828500,	   987500,	   1600700,	   2812900,	   1002500
148400,	   1812100,	   976200,	   1563700,	   2822400,	   794000
148500,	   1916000,	   976400,	   1544800,	   2974000,	   798200
148600,	   1816900,	   1421100,	   1574300,	   2830700,	   795600
148700,	   1842400,	   1167700,	   1610800,	   3117700,	   1191100
148800,	   2582800,	   1055000,	   1614200,	   3044100,	   865400
148900,	   1886700,	   1198600,	   1776600,	   3007400,	   818700
149000,	   1794300,	   1117500,	   1556900,	   3011500,	   993600
149100,	   1845600,	   1875600,	   1740100,	   2968400,	   797700
149200,	   1765800,	   998900,	   1547000,	   3217900,	   821300
149300,	   2123500,	   983300,	   1483100,	   2981100,	   831900
149400,	   1771800,	   982100,	   1503100,	   2981500,	   1177500
149500,	   1863200,	   984900,	   1513200,	   2827500,	   833800
149600,	   2019700,	   983300,	   1511900,	   3104700,	   822400
149700,	   2032700,	   1054800,	   1514900,	   2850600,	   805200
149800,	   2036900,	   1126400,	   1582700,	   3105800,	   840100
149900,	   1809600,	   1090700,	   1507300,	   2920500,	   800800
150000,	   1812100,	   1112400,	   2192600,	   2959900,	   987600
150100,	   1809300,	   1095300,	   1509900,	   2855900,	   801100
150200,	   1849900,	   1052800,	   1899700,	   2916600,	   980100
150300,	   1869300,	   1090400,	   1560600,	   2863600,	   805000
150400,	   1872700,	   1061400,	   1602800,	   2941000,	   843000
150500,	   1784000,	   989000,	   1616000,	   3017100,	   803600
150600,	   1905600,	   991500,	   1553200,	   3175100,	   805700
150700,	   1785100,	   990500,	   1523800,	   3066000,	   909400
150800,	   1799800,	   991100,	   1524200,	   3123800,	   847500
150900,	   1805500,	   1053200,	   1520400,	   3142200,	   962300
151000,	   1930100,	   1086100,	   1539400,	   3155100,	   808700
151100,	   1791200,	   993700,	   1526500,	   2993500,	   880300
151200,	   1793800,	   995100,	   1491600,	   3062400,	   808100
151300,	   2109500,	   1034500,	   1526700,	   3300200,	   884900
151400,	   1799200,	   1014400,	   1532300,	   3078800,	   811100
151500,	   1861200,	   996000,	   1651800,	   2881900,	   809600
151600,	   1944200,	   997400,	   1571500,	   2924100,	   810400
151700,	   2009500,	   1157200,	   1636600,	   2889900,	   810400
151800,	   1974700,	   1002700,	   1536300,	   3057800,	   810700
151900,	   1878900,	   1016000,	   1533300,	   2956900,	   814100
152000,	   1833400,	   1145300,	   1551400,	   3106400,	   812200
152100,	   2117100,	   1088000,	   1541200,	   2905300,	   815500
152200,	   1884300,	   1037300,	   1710900,	   3238000,	   836200
152300,	   1804100,	   1077200,	   1629500,	   2886500,	   812900
152400,	   1807100,	   1029600,	   1640000,	   3405400,	   815600
152500,	   1809700,	   1019900,	   1821700,	   2907300,	   816900
152600,	   1810900,	   1009700,	   1901200,	   2969200,	   815400
152700,	   1810800,	   1003600,	   1826800,	   2930700,	   884700
152800,	   1814700,	   1260400,	   2034900,	   2913200,	   818200
152900,	   1891700,	   1038900,	   1868100,	   2911400,	   817800
153000,	   1918400,	   1261200,	   1651100,	   2905000,	   818300
153100,	   1866800,	   1006500,	   1675300,	   3068600,	   874200
153200,	   2042500,	   1232600,	   1606700,	   3064400,	   850400
153300,	   1859700,	   1034400,	   1622500,	   3266600,	   843000
153400,	   1932600,	   1032400,	   1619300,	   3440600,	   818600
153500,	   1818400,	   1008900,	   1497700,	   3388700,	   935700
153600,	   1864700,	   1053000,	   1658200,	   3173400,	   841600
153700,	   1966500,	   1034900,	   1764500,	   3111800,	   908300
153800,	   1920900,	   1016000,	   1593100,	   3098900,	   820600
153900,	   2457400,	   1081000,	   1738700,	   3145000,	   824600
154000,	   1824000,	   1011700,	   1628800,	   3069100,	   1154900
154100,	   1827700,	   1025600,	   1503300,	   3321100,	   823900
154200,	   1831400,	   1025700,	   1553500,	   4015800,	   1310100
154300,	   2811700,	   1579900,	   2708800,	   3557900,	   827400
154400,	   2044300,	   1122600,	   1559800,	   3008900,	   845500
154500,	   1833200,	   1050500,	   1736200,	   3210900,	   1037100
154600,	   1832800,	   1077600,	   1772100,	   3083700,	   892600
154700,	   1836100,	   1138700,	   1602700,	   3024900,	   899200
154800,	   1873100,	   1199800,	   1872400,	   3137000,	   827100
154900,	   1915300,	   1050700,	   2215100,	   3001700,	   849200
155000,	   1987400,	   1081500,	   1776300,	   3129600,	   850300
155100,	   2097000,	   1147700,	   1642700,	   3180400,	   870700
155200,	   1901200,	   1492800,	   1735700,	   3134200,	   1281000
155300,	   2072600,	   1057000,	   1644600,	   3100200,	   850900
155400,	   1916900,	   1288100,	   1598300,	   3215400,	   850000
155500,	   1922400,	   1359800,	   1609800,	   3147400,	   851400
155600,	   1963300,	   1455000,	   1610900,	   3058300,	   934300
155700,	   1920700,	   1264700,	   1587100,	   3039400,	   889100
155800,	   1936200,	   1043800,	   1578200,	   2967900,	   834600
155900,	   1990200,	   1151000,	   1571600,	   3549600,	   867700
156000,	   1926700,	   1026000,	   1552000,	   2972600,	   832700
156100,	   2028000,	   1045500,	   1647900,	   3450900,	   834800
156200,	   2162300,	   1025800,	   1625100,	   2956400,	   836500
156300,	   1990400,	   1026800,	   1714000,	   3291000,	   835800
156400,	   1990500,	   1028400,	   1583300,	   3048100,	   836400
156500,	   1888800,	   1271700,	   1613900,	   3104000,	   918600
156600,	   1854000,	   1134400,	   1580400,	   2983900,	   837300
156700,	   2273900,	   1133100,	   1619600,	   2971900,	   838000
156800,	   1920200,	   1150700,	   1583000,	   2983100,	   896200
156900,	   1895900,	   1139400,	   1666000,	   2985000,	   840000
157000,	   1862000,	   1133900,	   1655100,	   3228600,	   842300
157100,	   1930400,	   1443100,	   1583100,	   3063800,	   839500
157200,	   2008400,	   1060300,	   1850100,	   3114600,	   864200
157300,	   2103900,	   1084100,	   1622100,	   3139400,	   861900
157400,	   2044300,	   1126200,	   1644900,	   3073800,	   903600
157500,	   2426600,	   1212100,	   1626600,	   3075400,	   925200
157600,	   2274600,	   1083500,	   1632000,	   3267200,	   864800
157700,	   2042600,	   1059700,	   1686700,	   3322700,	   888900
157800,	   2102000,	   1171300,	   1657300,	   3188200,	   883300
157900,	   1990200,	   1456800,	   1607600,	   3047200,	   878800
158000,	   1978600,	   1038200,	   1700500,	   3000100,	   878600
158100,	   2042700,	   1040400,	   1617300,	   3069600,	   845200
158200,	   2155400,	   1091900,	   1667000,	   3141100,	   1214000
158300,	   2100200,	   1040200,	   1594700,	   3070800,	   865400
158400,	   2126200,	   1132500,	   1599200,	   3214700,	   940000
158500,	   1959600,	   1102700,	   1598100,	   3007500,	   912600
158600,	   2054200,	   1049800,	   1776400,	   3010100,	   850600
158700,	   2102100,	   1041800,	   1601400,	   3000600,	   888100
158800,	   2026700,	   1335300,	   1600800,	   3027400,	   956600
158900,	   1901200,	   1111200,	   1627500,	   3230900,	   933800
159000,	   2437600,	   1045200,	   1666600,	   3127700,	   851500
159100,	   1884100,	   1045900,	   1607900,	   3516500,	   852900
159200,	   1919900,	   1048600,	   1604200,	   3222800,	   851600
159300,	   1886600,	   1045200,	   1653600,	   3658200,	   851900
159400,	   1888800,	   1047900,	   1556900,	   3170800,	   852000
159500,	   1958800,	   1059600,	   1786000,	   3161800,	   853800
159600,	   1969400,	   1047200,	   1577100,	   3138800,	   888300
159700,	   1893700,	   1856500,	   1825800,	   3177200,	   854100
159800,	   1892500,	   1155200,	   1611700,	   3297500,	   937400
159900,	   1967800,	   1069600,	   1691600,	   3178300,	   855900
160000,	   1892000,	   1050300,	   1615100,	   3706200,	   903600
160100,	   1899800,	   1052600,	   1666500,	   3229200,	   854500
160200,	   1915800,	   1084800,	   2013300,	   3402500,	   879300
160300,	   1943200,	   1078900,	   1648200,	   3296600,	   878900
160400,	   2350200,	   1190800,	   1683900,	   3247000,	   890000
160500,	   1905200,	   1077800,	   1621400,	   3133400,	   968900
160600,	   1979100,	   1053500,	   1691900,	   3125100,	   859800
160700,	   1971400,	   1055500,	   1621100,	   3523300,	   862500
160800,	   1905200,	   1244200,	   1661500,	   3169300,	   860100
160900,	   1974700,	   1195900,	   1703600,	   3096800,	   861400
161000,	   2063700,	   1058300,	   1665200,	   3137700,	   861300
161100,	   2270400,	   1059100,	   1623500,	   3113000,	   901200
161200,	   1907400,	   1067000,	   1657300,	   3469900,	   929800
161300,	   1910100,	   1058100,	   1687900,	   3381800,	   860900
161400,	   1912100,	   1059400,	   1710300,	   3434300,	   951300
161500,	   1964000,	   1098600,	   1751700,	   3438000,	   935200
161600,	   1928600,	   1135200,	   1754100,	   3111400,	   866300
161700,	   1982700,	   1060900,	   1708300,	   3229700,	   864900
161800,	   2427100,	   1063900,	   1733900,	   3092500,	   868700
161900,	   1954300,	   1236300,	   1732200,	   3172200,	   864000
162000,	   1919300,	   1108800,	   1627900,	   3084600,	   864600
162100,	   2049900,	   1273100,	   1702100,	   3471000,	   866900
162200,	   1958300,	   1190100,	   1677100,	   3212300,	   947500
162300,	   2125600,	   1416600,	   1641000,	   3110100,	   868000
162400,	   2060900,	   1067100,	   1636500,	   3164000,	   869100
162500,	   2602500,	   1080900,	   1643400,	   3148100,	   881400
162600,	   1996700,	   1067900,	   1644000,	   3323700,	   907800
162700,	   2002900,	   1068100,	   1643400,	   3116700,	   871400
162800,	   2079500,	   1087900,	   2084200,	   3193200,	   872700
162900,	   1942900,	   1089100,	   1645700,	   3080900,	   981000
163000,	   2073700,	   1199100,	   1650300,	   3100800,	   943700
163100,	   1934100,	   1111900,	   1652300,	   3227200,	   1476900
163200,	   2112100,	   1108500,	   1662800,	   3168500,	   873300
163300,	   1938400,	   1071500,	   1686100,	   3524100,	   978500
163400,	   1938200,	   1078000,	   1644200,	   3228600,	   873100
163500,	   1938900,	   1162500,	   1708600,	   3240000,	   872400
163600,	   1935500,	   1074000,	   1652500,	   3259900,	   947800
163700,	   1985900,	   1075500,	   1651800,	   3277000,	   876200
163800,	   2017800,	   1074100,	   1651600,	   3386000,	   874800
163900,	   2030000,	   1096700,	   1685600,	   3201600,	   878300
164000,	   2012900,	   1150200,	   1746200,	   3733100,	   1086200
164100,	   2164300,	   1087700,	   1787000,	   3120400,	   875100
164200,	   2190800,	   1246000,	   1735400,	   3122300,	   951500
164300,	   2015100,	   1088800,	   1885000,	   3130600,	   1019000
164400,	   2057600,	   1136100,	   1708600,	   3244500,	   876600
164500,	   1951600,	   1148300,	   1879600,	   3835600,	   880000
164600,	   1984800,	   1185600,	   1684300,	   3368400,	   878500
164700,	   2018000,	   1370600,	   1683400,	   3169900,	   880800
164800,	   2090600,	   1117300,	   1787800,	   3325000,	   880700
164900,	   2127600,	   1103300,	   1670200,	   3204200,	   984700
165000,	   1990400,	   1083900,	   1663500,	   3312500,	   987000
165100,	   1976700,	   1110300,	   1694600,	   3179600,	   1119700
165200,	   2036000,	   1105400,	   1772200,	   3229500,	   987300
165300,	   2064400,	   1085800,	   1716500,	   3504000,	   1006300
165400,	   2136400,	   1112600,	   1710500,	   3354500,	   906300
165500,	   2077800,	   1124000,	   1805400,	   3644600,	   946400
165600,	   2090100,	   1154700,	   1791600,	   3404600,	   907300
165700,	   2010100,	   1263300,	   2194100,	   3344500,	   906800
165800,	   2131800,	   1145900,	   1767100,	   3452500,	   980800
165900,	   2144200,	   1142300,	   1728700,	   3157500,	   910500
166000,	   2015400,	   1191400,	   2002100,	   3491100,	   907800
166100,	   2022100,	   1239700,	   1732600,	   3236100,	   911900
166200,	   2218100,	   1749300,	   1761700,	   3249600,	   911300
166300,	   2161500,	   1461300,	   1826800,	   3324700,	   909700
166400,	   2205400,	   1120800,	   1836200,	   3253400,	   983800
166500,	   2075500,	   1131100,	   1972900,	   3318200,	   964500
166600,	   2069200,	   1143100,	   1713300,	   3395600,	   925600
166700,	   2060300,	   1129700,	   1721100,	   3373500,	   887500
166800,	   1976100,	   1095800,	   1690800,	   3855600,	   893100
166900,	   1982400,	   1147400,	   1832700,	   3321400,	   890000
167000,	   1976900,	   1105700,	   1812700,	   3366000,	   893200
167100,	   2063400,	   1115100,	   1808100,	   3460000,	   893500
167200,	   2142100,	   1105300,	   1878100,	   3234600,	   1196500
167300,	   2031300,	   1157700,	   1981100,	   3363700,	   983200
167400,	   2043500,	   1229300,	   1724300,	   3364900,	   952500
167500,	   2226200,	   1196800,	   1849600,	   3423300,	   899600
167600,	   2161500,	   1099500,	   1733200,	   3176800,	   896800
167700,	   2267600,	   1103900,	   1697200,	   3196000,	   931300
167800,	   2421100,	   1196300,	   1807700,	   3482700,	   987400
167900,	   2048300,	   1208900,	   1734600,	   3370900,	   1008200
168000,	   2088300,	   1114300,	   1820900,	   3354400,	   895800
168100,	   1993100,	   1104400,	   1802300,	   3389900,	   899100
168200,	   1994600,	   1654600,	   1871900,	   3214200,	   899600
168300,	   1995900,	   1104500,	   1805800,	   3191500,	   974400
168400,	   1997100,	   1105900,	   1786700,	   3274500,	   903900
168500,	   1995700,	   1309100,	   2066100,	   3377000,	   901300
168600,	   2000100,	   1144500,	   1811600,	   3290600,	   900300
168700,	   2096300,	   1154000,	   1792900,	   3267700,	   900900
168800,	   2034100,	   1318000,	   1704000,	   3357800,	   902100
168900,	   3030800,	   1191200,	   1707200,	   3287600,	   1083600
169000,	   2003900,	   1120300,	   1887800,	   3441500,	   938200
169100,	   2006700,	   1109000,	   1704700,	   3446400,	   919100
169200,	   2105100,	   1493700,	   1728000,	   3362800,	   996600
169300,	   2099400,	   1110700,	   1712300,	   3436400,	   1019700
169400,	   2007200,	   1111400,	   1705500,	   3364100,	   906100
169500,	   2082400,	   1112300,	   1685600,	   3642000,	   906700
169600,	   2089400,	   1113200,	   1728600,	   3348800,	   907500
169700,	   2077400,	   1114400,	   1907600,	   3466100,	   906500
169800,	   2069600,	   1143500,	   1936700,	   3237700,	   1050000
169900,	   2112400,	   1340300,	   1694500,	   3268000,	   907800
170000,	   2056100,	   1115300,	   1719200,	   3424000,	   996300
170100,	   2233500,	   1196800,	   1712200,	   3263500,	   941800
170200,	   2120100,	   1412700,	   1815900,	   3287100,	   943700
170300,	   2185000,	   1151400,	   1827700,	   3351600,	   1374300
170400,	   2294800,	   1159400,	   1890800,	   3418800,	   947600
170500,	   2092200,	   1287200,	   1827000,	   3506300,	   945400
170600,	   2173100,	   1161900,	   1814000,	   3470100,	   948600
170700,	   2171300,	   1154600,	   1801300,	   3453500,	   948100
170800,	   2111500,	   1157200,	   1792700,	   3527400,	   1076000
170900,	   2025400,	   1175500,	   1879700,	   3296200,	   930100
171000,	   2063200,	   1176900,	   2035000,	   3397900,	   945200
171100,	   2146800,	   1407300,	   1770700,	   3409100,	   964400
171200,	   2705300,	   1124300,	   1724700,	   3360700,	   1113700
171300,	   2378300,	   1150400,	   1770200,	   3443200,	   972100
171400,	   2151000,	   1161000,	   1770600,	   3496100,	   1042500
171500,	   2083600,	   1565200,	   1807800,	   3421100,	   952300
171600,	   2107200,	   1223700,	   1836600,	   3432300,	   952100
171700,	   2103300,	   1160600,	   1803900,	   3494300,	   955300
171800,	   2188200,	   1201200,	   1765500,	   3674900,	   956500
171900,	   2105200,	   1182200,	   1854200,	   3481000,	   950300
172000,	   2189100,	   1190100,	   1892900,	   3472800,	   975300
172100,	   2157600,	   1286400,	   1899700,	   3685500,	   921800
172200,	   2072700,	   1258700,	   1715300,	   3259100,	   990300
172300,	   2153900,	   1328600,	   1745700,	   3284700,	   1000800
172400,	   2287500,	   1132600,	   1739300,	   3316800,	   1285000
172500,	   2147000,	   1131600,	   1747900,	   3316900,	   1100300
172600,	   2116300,	   1132100,	   1741600,	   4120200,	   920400
172700,	   2049000,	   1134100,	   1747300,	   3444300,	   955700
172800,	   2804900,	   1217000,	   1857100,	   3378900,	   924100
172900,	   2051300,	   1156700,	   1869700,	   3387200,	   1041900
173000,	   2158900,	   1291900,	   2096900,	   3299700,	   957400
173100,	   2169400,	   1270000,	   2020300,	   3527300,	   978100
173200,	   2285800,	   1163500,	   1788500,	   3450500,	   950200
173300,	   2296300,	   1198600,	   1829600,	   3387600,	   983500
173400,	   2177500,	   1165700,	   2096900,	   3383300,	   1041200
173500,	   2278300,	   1152400,	   1788500,	   3473300,	   976600
173600,	   2139400,	   1138200,	   1799400,	   3687700,	   928600
173700,	   2127400,	   1138600,	   1818300,	   3631400,	   929000
173800,	   2124000,	   1142000,	   1844400,	   3561100,	   930000
173900,	   2241200,	   1197800,	   1836000,	   3350100,	   928800
174000,	   2232700,	   1176000,	   1849000,	   3609300,	   936500
174100,	   2133100,	   1142200,	   1868500,	   3514200,	   929900
174200,	   2137900,	   1287900,	   1739400,	   3372200,	   943900
174300,	   2099500,	   1390500,	   1756000,	   3874600,	   934700
174400,	   2345100,	   1145500,	   1764700,	   3360300,	   966100
174500,	   2169600,	   1273500,	   1872000,	   3433600,	   1014200
174600,	   2139400,	   1146000,	   1764700,	   3379700,	   1082000
174700,	   2332500,	   1185700,	   1766700,	   3631700,	   935900
174800,	   2075000,	   1188500,	   1777300,	   3761700,	   970200
174900,	   2112000,	   1167000,	   2027800,	   3308300,	   932900
175000,	   2069800,	   1283100,	   1922600,	   3400000,	   968800
175100,	   2073600,	   1396300,	   1781500,	   3331600,	   981800
175200,	   2324000,	   1149800,	   1839200,	   3504700,	   975600
175300,	   2183600,	   1149200,	   1808000,	   3749700,	   1025800
175400,	   2097100,	   1165100,	   1824000,	   3371400,	   1042400
175500,	   2081800,	   1278400,	   1949200,	   3570400,	   953700
175600,	   2077600,	   1151200,	   1876300,	   3645200,	   1161100
175700,	   2181500,	   1173100,	   1769600,	   3539400,	   939600
175800,	   2118600,	   1242600,	   1871500,	   3470200,	   940400
175900,	   2086500,	   1153700,	   1915800,	   3419800,	   1083900
176000,	   2492300,	   1279600,	   1998000,	   3332400,	   941400
176100,	   2149300,	   1284400,	   1918100,	   3464900,	   942400
176200,	   2256100,	   1265300,	   1825800,	   3513000,	   1066000
176300,	   2248400,	   1212400,	   1820100,	   3840000,	   967300
176400,	   2139900,	   1204100,	   1818900,	   3877800,	   966800
176500,	   2143000,	   1185700,	   1898300,	   3709600,	   968700
176600,	   2204300,	   1479400,	   2026600,	   4190700,	   1020400
176700,	   2425200,	   1335200,	   2199300,	   4029700,	   990700
176800,	   2352200,	   1323900,	   2313300,	   3695500,	   944300
176900,	   2223200,	   1497600,	   1783500,	   3471700,	   945700
177000,	   2203000,	   1183200,	   1893800,	   3634600,	   947200
177100,	   2167000,	   1193700,	   1921900,	   3609800,	   945800
177200,	   2136700,	   1395000,	   2244100,	   3413400,	   946200
177300,	   2211300,	   1161200,	   1919800,	   3481500,	   947900
177400,	   2507100,	   1164200,	   1779500,	   3382100,	   949200
177500,	   2269400,	   1179300,	   1880400,	   3540200,	   1018700
177600,	   2141200,	   1192400,	   1797200,	   3580500,	   950000
177700,	   2254800,	   1165400,	   1827400,	   3431600,	   949200
177800,	   2109200,	   1283300,	   1858400,	   4077200,	   951600
177900,	   2210600,	   1270500,	   1804700,	   3395900,	   954500
178000,	   2204600,	   1590200,	   1840100,	   3484900,	   992100
178100,	   2603500,	   1699400,	   1944400,	   4030700,	   1043300
178200,	   2278700,	   1274400,	   1944300,	   3560100,	   954400
178300,	   2266500,	   1340400,	   2074700,	   3991500,	   1027000
178400,	   2288500,	   1223100,	   1837500,	   4582000,	   1166600
178500,	   2341900,	   1268700,	   1893700,	   3758100,	   1115000
178600,	   2617600,	   1316600,	   1957600,	   3593000,	   992400
178700,	   2489300,	   1464600,	   1960800,	   3699500,	   1129400
178800,	   2207500,	   1221100,	   2011000,	   3833100,	   961700
178900,	   2492000,	   1327200,	   2012800,	   3562500,	   1060000
179000,	   2119200,	   1175400,	   1801000,	   4214900,	   958600
179100,	   2283200,	   1188800,	   1860200,	   3552400,	   957900
179200,	   2124400,	   1252300,	   1885000,	   3552700,	   959000
179300,	   2128800,	   1174700,	   1973500,	   3562200,	   1465900
179400,	   2183300,	   1255100,	   2028300,	   3443100,	   993600
179500,	   2228400,	   1206400,	   1972800,	   3507500,	   1016100
179600,	   2443600,	   1205600,	   1926200,	   3538200,	   1327200
179700,	   2279200,	   1178900,	   1953600,	   3547800,	   982500
179800,	   2184000,	   1206800,	   1956400,	   3563300,	   961400
179900,	   2132900,	   1186200,	   1969800,	   3441900,	   1029400
180000,	   2606400,	   1250100,	   1971200,	   3427700,	   962600
180100,	   2297700,	   1394900,	   2194100,	   3872500,	   1011100
180200,	   2235400,	   1180400,	   1891400,	   3647300,	   1194000
180300,	   2414300,	   1272000,	   1818000,	   3607800,	   995200
180400,	   2223300,	   1298500,	   2368500,	   3589200,	   988800
180500,	   2308900,	   1212000,	   2002700,	   3668000,	   1759500
180600,	   2296400,	   1340100,	   1864200,	   3526200,	   1013700
180700,	   2784800,	   1400900,	   1991400,	   3561600,	   1033100
180800,	   2199900,	   1243800,	   1899000,	   3604600,	   1185700
180900,	   2321100,	   1187600,	   1825300,	   3579800,	   1048300
181000,	   2180100,	   1185700,	   1921000,	   3766200,	   1038400
181100,	   2142300,	   1188500,	   1850000,	   3658000,	   1037400
181200,	   2714100,	   1314000,	   1833900,	   3511400,	   970100
181300,	   2180200,	   1402900,	   1823700,	   3908500,	   992800
181400,	   2305700,	   1218500,	   1880600,	   3630500,	   1096400
181500,	   2677500,	   1308300,	   1939100,	   3691000,	   995700
181600,	   2209100,	   1218200,	   1877000,	   3875700,	   1134100
181700,	   2220600,	   1206800,	   1873800,	   3622300,	   973000
181800,	   2155400,	   1382000,	   1983500,	   3675500,	   976300
181900,	   2157000,	   1258600,	   1924900,	   3580400,	   976600
182000,	   2237700,	   1352600,	   1844900,	   3554300,	   975200
182100,	   2244100,	   1218700,	   2093500,	   3637900,	   1050200
